,0
1374,635450.4641004079
1375,638838.551917966
1376,640046.4419882613
1377,639410.963370388
1378,637204.2425243856
1379,633645.3185241162
1380,628878.6280196458
1381,623008.1543023022
1382,616200.0150259944
1383,608650.0866790406
1384,600564.1213458545
1385,592137.5000389441
1386,583537.600907525
1387,574947.6391552492
1388,566548.4767785291
1389,558495.304917659
1390,550868.187133236
1391,543699.8981203754
1392,536974.0217600022
1393,530577.3763553478
1394,524377.3832099694
1395,518266.5682903715
1396,512204.95857072243
1397,506162.24870921765
1398,500113.61691235146
1399,494107.5003319955
1400,488222.7560936064
1401,482512.8961903826
1402,477002.2419428615
1403,471713.3194803437
1404,466689.7386998497
1405,461942.8763135224
1406,457464.17839790316
1407,453238.05442502844
1408,449246.62547132344
1409,445482.54238275014
1410,441939.2276876448
1411,438619.765692639
1412,435534.28700032755
1413,432699.2137869468
1414,430126.6912670035
1415,427822.69483030913
1416,425793.63658801914
1417,424039.4305284402
1418,422558.504212449
1419,421343.8761557103
1420,420384.0498657127
1421,419668.49920721626
1422,419173.24145501066
1423,418867.09676460136
1424,418708.6668600573
1425,418655.88596625114
1426,418671.88535261527
1427,418719.5612707162
1428,418776.8692870212
1429,418834.74304220965
1430,418890.83478048723
1431,418938.4004582491
1432,418972.78332974046
1433,418991.81493114727
1434,418989.1691630077
1435,418955.6161226407
1436,418892.86392958695
1437,418809.2193751161
1438,418708.7674089381
1439,418592.6673717625
1440,418464.87580147566
1441,418332.43111973087
1442,418192.0733622134
1443,418040.6031362233
1444,417881.32765193493
1445,417721.93708157836
1446,417573.0496292483
1447,417440.7466850825
1448,417327.5601425844
1449,417241.4781863292
1450,417184.4693938019
1451,417156.84389167064
1452,417168.20228089974
1453,417261.07794948394
1454,417516.4030549782
1455,418077.0139453821
1456,419114.91583557497
1457,420752.2659242242
1458,423198.1089687305
1459,426480.92089669866
1460,430684.92956725106
1461,435956.55413941
1462,442285.8148339018
1463,449663.20130146825
1464,458044.4998975171
1465,467301.6051393672
1466,477095.42531524954
1467,486907.36223400984
1468,496412.2279437962
1469,505519.27442971285
1470,514011.16952600604
1471,521865.87076772033
1472,529219.8965805619
1473,536191.7714563078
1474,542910.6336236736
1475,549389.0313255488
1476,555692.2965000666
1477,561866.8257928212
1478,567986.285796158
1479,574075.3497516973
1480,579953.9576312081
1481,585306.5894697245
1482,589674.7841653865
1483,592741.5940802644
1484,594264.959292531
1485,594218.8982136836
1486,592742.6540835254
1487,590087.7154014618
1488,586648.8201133115
1489,582691.0744289454
1490,578329.0398665206
1491,573629.1120017277
1492,568744.2117507341
1493,563628.0739083504
1494,558389.4705577795
1495,553179.4061292929
1496,548261.795994812
1497,543737.9679860666
1498,539584.3803392033
1499,535890.8783249118
1500,532684.525340737
1501,530016.5401385364
1502,527823.0811447619
1503,526145.4260978309
1504,525023.7954586224
1505,524548.6868541188
1506,524782.888820343
1507,525828.3978996533
1508,527821.7270663105
1509,530998.9396522649
1510,535659.8333512569
1511,542114.056921619
1512,550584.4854375856
1513,561145.9733008711
1514,573733.5635116386
1515,587989.838718884
1516,602957.3809600192
1517,617441.4326965786
1518,630219.5042819233
1519,640378.2278546972
1520,647361.2325375405
1521,650967.9015075519
1522,651619.673889838
1523,649849.6404672812
1524,646284.1529268194
1525,641378.6795268194
1526,635393.4928622817
1527,628500.2129126147
1528,620763.4405165593
1529,612345.550002223
1530,603415.9189878298
1531,594120.9454323371
1532,584548.5139032596
1533,574726.6090924051
1534,564690.2504789374
1535,554492.7840898305
1536,544116.0560063772
1537,533520.6653016486
1538,522871.6849206257
1539,512375.65316728386
1540,502226.224914535
1541,492572.2318888235
1542,483620.1584853877
1543,475558.9460454954
1544,468358.75986879057
1545,461939.0427360143
1546,456241.0370006878
1547,451235.27941788314
1548,446845.9458343313
1549,443019.74655466084
1550,439729.8023190363
1551,436966.1636339913
1552,434720.32866765646
1553,432968.9052680668
1554,431703.88768487883
1555,430901.7196170513
1556,430528.97885890555
1557,430517.9257506155
1558,430798.6424770827
1559,431310.9656760751
1560,431991.767610526
1561,432775.2202607766
1562,433606.73769889586
1563,434445.6678912486
1564,435254.1160241107
1565,435996.5217137967
1566,436637.05200435425
1567,437140.05080894614
1568,437457.9197411388
1569,437560.5765140997
1570,437436.1745313835
1571,437082.259431154
1572,436505.1282384976
1573,435723.39097638166
1574,434780.2424748352
1575,433718.91754115396
1576,432578.5926844336
1577,431399.69461190206
1578,430225.0002094456
1579,429090.7300913523
1580,428025.9077526259
1581,427043.0545575016
1582,426147.8739292402
1583,425345.4332891455
1584,424635.1584183083
1585,424013.3035680621
1586,423471.423843855
1587,423005.5481706132
1588,422612.35722383927
1589,422281.68466368556
1590,422005.2697333097
1591,421781.4261189524
1592,421609.7746423043
1593,421488.5502465067
1594,421415.2513238636
1595,421393.8731780948
1596,421435.2508596768
1597,421561.8891464157
1598,421816.65578162024
1599,422292.43006817176
1600,423164.5462369051
1601,424616.2624973189
1602,426852.05287275213
1603,430133.6521569896
1604,434667.3702990186
1605,440535.2891056452
1606,447655.91794902465
1607,455897.13378268783
1608,465062.0968782103
1609,474842.7278878025
1610,484898.05586534255
1611,494915.8877418136
1612,504693.3105758217
1613,514005.7075563453
1614,522712.06993243564
1615,530712.1958986843
1616,537912.2406406684
1617,544278.1335335715
1618,549736.6057891288
1619,554344.1619411736
1620,558140.7326154076
1621,561320.7672329011
1622,564263.6082521096
1623,567581.6201626543
1624,571633.0568095412
1625,576710.0550915141
1626,582902.0065978671
1627,589833.1583440448
1628,596943.1344575089
1629,603431.5040643481
1630,608992.2278687626
1631,613414.8195089167
1632,616329.6431276455
1633,617646.6699222656
1634,617738.4855875886
1635,616855.753637625
1636,614905.5535807953
1637,611743.5856588831
1638,607593.0877700966
1639,602894.4385720947
1640,597744.6047403327
1641,592446.8162591105
1642,587439.80908389
1643,583442.3356887324
1644,581287.5065452292
1645,581519.1869151244
1646,584417.353339751
1647,589988.8286058133
1648,598102.0087655815
1649,607953.1569464017
1650,618397.9699478861
1651,628358.2802931094
1652,636999.4595858103
1653,643742.8671886887
1654,648251.5262479106
1655,650661.770142898
1656,651390.7374140985
1657,650879.0356798752
1658,649530.4232109404
1659,647530.7579505051
1660,644929.8782233222
1661,641675.0213070706
1662,637663.4928743878
1663,632835.0302255929
1664,627137.1807650329
1665,620693.8558453429
1666,613665.3606682647
1667,606209.8767947213
1668,598447.4801826916
1669,590481.3485210246
1670,582426.4618777361
1671,574386.0530618452
1672,566441.1541740712
1673,558658.0287439845
1674,551083.2278747974
1675,543730.242076584
1676,536599.240949866
1677,529611.470189503
1678,522701.7602650043
1679,515820.23287435045
1680,509002.3305137215
1681,502309.5444265774
1682,495799.86027416534
1683,489590.83696100605
1684,483779.34598940535
1685,478439.2786724002
1686,473588.2768714078
1687,469239.05138838926
1688,465388.4756680117
1689,462022.670330433
1690,459125.3821942227
1691,456678.19930559443
1692,454646.69821007486
1693,452986.0516726125
1694,451654.8420343595
1695,450613.94306066056
1696,449834.44997687713
1697,449281.6649391204
1698,448918.88215446705
1699,448701.7777379854
1700,448590.68212763424
1701,448551.1228059321
1702,448547.8725330757
1703,448556.10906127194
1704,448556.2604903093
1705,448542.55313385365
1706,448514.0251146601
1707,448480.7131493205
1708,448447.1370917398
1709,448409.70867945044
1710,448358.2773212246
1711,448279.8225427198
1712,448164.43967346475
1713,448011.91550137504
1714,447832.5847553879
1715,447635.53075487603
1716,447438.4428342597
1717,447224.43726159725
1718,446986.2648260153
1719,446711.59799244587
1720,446386.26300299866
1721,445999.6331735524
1722,445547.0142039514
1723,445066.6183031818
1724,444576.19719442725
1725,444064.962467355
1726,443542.59831175796
1727,443044.0666637661
1728,442586.63164506294
1729,442160.3268021301
1730,441740.0385377071
1731,441334.96828581573
1732,440938.952278922
1733,440529.3221958596
1734,440094.9764710467
1735,439644.50658234284
1736,439215.68620024255
1737,438830.14908272953
1738,438502.6395723067
1739,438246.1987376657
1740,438071.9305672532
1741,437992.76588942163
1742,438013.2257695082
1743,438170.3449043055
1744,438535.97818915686
1745,439166.34698559594
1746,440051.0026900494
1747,441202.8573536691
